property_id,property_title,rating,review,description
396,Vimbo,37,"Revision of Contraceptive Device in Trunk Subcutaneous Tissue and Fascia, External Approach",Other eating disorders
397,Brainverse,1,"Drainage of Left Main Bronchus with Drainage Device, Open Approach",Organic azoospermia
398,Kanoodle,99,"Repair Left Lower Leg Tendon, Percutaneous Approach","Underdosing of other psychotropic drugs, subsequent encounter"
399,Layo,93,"Bypass Portal Vein to Right Renal Vein with Autologous Tissue Substitute, Open Approach","Poisoning by cephalosporins and other beta-lactam antibiotics, undetermined"
400,Dabshots,75,Change Pressure Dressing on Right Inguinal Region,"Other cervical disc displacement, mid-cervical region"
401,Dynabox,90,"Occlusion of Ileum with Intraluminal Device, Open Approach","Other physeal fracture of lower end of radius, right arm"
402,Oyondu,94,"Introduction of Local Anesthetic into Subcutaneous Tissue, Percutaneous Approach",External constriction of left front wall of thorax
403,Tazz,46,"Dilation of Left Kidney Pelvis, Percutaneous Approach","Blister (nonthermal) of left ear, sequela"
404,Lazz,14,"Detachment at Left Little Finger, Mid, Open Approach","Other tear of unspecified meniscus, current injury, unspecified knee, initial encounter"
405,Shuffledrive,89,"Revision of Synthetic Substitute in Spinal Cord, Open Approach",Complications of reattached (part of) right upper extremity
406,Skynoodle,2,"Reposition Left Ulna with Internal Fixation Device, Open Approach","Triplets, all liveborn"
407,Abatz,8,"Drainage of Right Temporal Bone, Open Approach","Underdosing of antimycobacterial drugs, sequela"
408,Oodoo,40,"Removal of Drainage Device from Left Knee Joint, Percutaneous Approach","Gout due to renal impairment, elbow"
409,Quire,52,"Occlusion of Right Greater Saphenous Vein with Extraluminal Device, Percutaneous Approach","Rheumatoid arthritis without rheumatoid factor, hip"
410,Youtags,74,"Insertion of Infusion Device into Testis, Via Natural or Artificial Opening Endoscopic","Laceration of extensor or abductor muscles, fascia and tendons of right thumb at forearm level, sequela"
411,Trilith,14,"Excision of Left Hip Joint, Open Approach","Displaced fracture of distal phalanx of right lesser toe(s), initial encounter for open fracture"
412,Skaboo,10,"Removal of Infusion Device from Bladder, External Approach","Stress fracture, pelvis, initial encounter for fracture"
413,Camimbo,9,"Repair Left Lobe Liver, Open Approach",Angiodysplasia of colon without hemorrhage
414,Linklinks,91,"Revision of Intraluminal Device in Cisterna Chyli, Open Approach","Displaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
415,Skilith,92,"Revision of Infusion Device in Cervicothoracic Vertebral Disc, Open Approach","Corrosion of second degree back of right hand, subsequent encounter"
416,Cogilith,29,"Destruction of Left Ulna, Percutaneous Approach",Benign lipomatous neoplasm of skin and subcutaneous tissue of unspecified sites
417,Yodoo,41,Fluoroscopy of Bilateral Common Carotid Arteries using Other Contrast,"Coma scale, eyes open, never, at hospital admission"
418,Myworks,24,"Excision of Right Knee Bursa and Ligament, Open Approach","Laceration without foreign body of unspecified cheek and temporomandibular area, subsequent encounter"
419,Mita,80,"Drainage of Right Middle Lobe Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic","Displaced fracture of neck of first metacarpal bone, right hand, subsequent encounter for fracture with delayed healing"
420,Ntag,90,"Inspection of Oral Cavity and Throat, Percutaneous Approach","Drowning and submersion due to being washed overboard from fishing boat, sequela"
421,Quinu,42,"Excision of Prepuce, Percutaneous Endoscopic Approach, Diagnostic","Skeletal fluorosis, other site"
422,Innotype,94,"Revision of Synthetic Substitute in Right Pleural Cavity, Percutaneous Approach","Displacement of implanted urinary sphincter, subsequent encounter"
423,Jabberbean,49,"Occlusion of Head Lymphatic with Intraluminal Device, Open Approach","Laceration of dorsal artery of unspecified foot, sequela"
424,Riffpedia,10,"Drainage of Lumbar Spinal Cord, Percutaneous Endoscopic Approach, Diagnostic","Other secondary gout, left wrist"
425,Dazzlesphere,11,"Excision of Left Hepatic Duct, Open Approach","Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
426,Wikibox,29,"Supplement Left Elbow Bursa and Ligament with Autologous Tissue Substitute, Open Approach","Unspecified fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing"
427,Yadel,4,Fluoroscopy of Right Upper Extremity Veins using Low Osmolar Contrast,"Other fracture of lower end of right tibia, sequela"
428,Oozz,20,"Repair Face, Open Approach",Atherosclerosis of nonbiological bypass graft(s) of the extremities
429,Brainlounge,54,"Supplement Left Hepatic Duct with Synthetic Substitute, Percutaneous Approach","Unspecified superficial injury of unspecified finger, initial encounter"
430,Rhybox,46,"Extirpation of Matter from Left Tarsal, Percutaneous Endoscopic Approach",Nondisplaced oblique fracture of shaft of unspecified tibia
431,Mymm,56,"Supplement Left External Carotid Artery with Autologous Tissue Substitute, Percutaneous Approach","Traumatic rupture of volar plate of right index finger at metacarpophalangeal and interphalangeal joint, initial encounter"
432,Skibox,51,"Bypass Left Common Iliac Artery to Bilateral Renal Artery, Open Approach","Anaplastic large cell lymphoma, ALK-positive, intrathoracic lymph nodes"
433,Blogpad,71,"Bypass Left Femoral Vein to Lower Vein with Autologous Tissue Substitute, Open Approach",Meningococcal endocarditis
434,Skinte,54,"Repair Splenic Artery, Percutaneous Approach","War operations involving other forms of conventional warfare, civilian"
435,Bubblebox,83,"Drainage of Pelvic Region Subcutaneous Tissue and Fascia, Open Approach","Displaced intertrochanteric fracture of left femur, initial encounter for open fracture type I or II"
436,Rooxo,68,"Destruction of Left Renal Artery, Percutaneous Endoscopic Approach",Chromosome inversion in normal individual
437,Janyx,48,"Dilation of Left Posterior Tibial Artery, Bifurcation, with Two Intraluminal Devices, Open Approach",Displaced fracture of cuboid bone of right foot
438,Wikivu,76,"Repair Right Little Finger, Open Approach",Malignant neoplasm of left ureter
439,Mydo,3,"Drainage of Right Femoral Artery, Percutaneous Endoscopic Approach, Diagnostic","Other specified injury of deep palmar arch of unspecified hand, sequela"
440,Roombo,76,"Insertion of Infusion Device into Inferior Mesenteric Vein, Open Approach","Puncture wound with foreign body, unspecified thigh, sequela"
441,Browsebug,32,"Drainage of Left Greater Saphenous Vein, Percutaneous Approach, Diagnostic","Other fracture of upper end of right ulna, subsequent encounter for open fracture type I or II with nonunion"
442,Skipfire,71,"Excision of Appendix, Via Natural or Artificial Opening, Diagnostic","Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
443,Photobean,50,"Supplement Left Toe Phalanx with Synthetic Substitute, Percutaneous Endoscopic Approach","Malignant neoplasm of gum, unspecified"
444,Babbleblab,46,"Destruction of Dura Mater, Open Approach",Other cervical disc degeneration at C5-C6 level
445,Rhyzio,9,"Transfer Left Hand Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Percutaneous Approach","Perforation due to foreign body accidentally left in body following removal of catheter or packing, subsequent encounter"
446,Yakidoo,45,"Extirpation of Matter from Right Retinal Vessel, Percutaneous Approach","Other fracture of lower end of left femur, subsequent encounter for closed fracture with delayed healing"
447,Youopia,21,"Removal of Radioactive Element from Hepatobiliary Duct, Open Approach","Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
448,Jamia,17,"Removal of Internal Fixation Device from Left Metacarpal, Open Approach",Displaced intraarticular fracture of left calcaneus
449,Voonte,47,"Dilation of Splenic Artery with Intraluminal Device, Open Approach","Torus fracture of upper end of unspecified radius, sequela"
450,Devbug,33,"Repair Hypothalamus, Percutaneous Approach","Unspecified injury of unspecified vertebral artery, initial encounter"
451,Muxo,18,"Repair Small Intestine, Open Approach","Salter-Harris Type IV physeal fracture of lower end of humerus, left arm, initial encounter for closed fracture"
452,Demizz,51,"Revision of Drainage Device in Right Shoulder Joint, Percutaneous Approach","Corrosion of first degree of shoulder and upper limb, except wrist and hand"
453,Flipopia,64,"Bypass Right Common Iliac Artery to Bilateral External Iliac Arteries with Autologous Arterial Tissue, Open Approach",Other psychoactive substance abuse with other psychoactive substance-induced disorders
454,Tagopia,98,"Extirpation of Matter from Right Carpal, Open Approach","Other fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
455,Shuffledrive,89,"Range of Motion and Joint Mobility Treatment of Integumentary System - Lower Back / Lower Extremity using Assistive, Adaptive, Supportive or Protective Equipment","Person on outside of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
456,Thoughtworks,95,"Dilation of Right Hand Artery with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",Other injury of muscle and tendon of front wall of thorax
457,Kwimbee,44,"Insertion of Endobronchial Valve into Left Lower Lobe Bronchus, Open Approach","Genital varices in pregnancy, second trimester"
458,Tambee,69,Plain Radiography of Superior Mesenteric Artery using Other Contrast,Anisometropia and aniseikonia
459,Riffpath,63,"Supplement Right Abdomen Tendon with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","Fracture of other part of scapula, right shoulder, initial encounter for open fracture"
460,Jamia,36,"Removal of Drainage Device from Left Elbow Joint, External Approach",Observation and evaluation of newborn for suspected genetic condition ruled out
461,Brightdog,66,"Dilation of Right External Jugular Vein, Percutaneous Endoscopic Approach","Person boarding or alighting a car injured in collision with two- or three-wheeled motor vehicle, sequela"
462,Buzzster,35,"Dilation of Left Temporal Artery, Bifurcation, with Two Intraluminal Devices, Open Approach","Displaced fracture of shaft of fourth metacarpal bone, left hand, subsequent encounter for fracture with delayed healing"
463,Dablist,24,"Drainage of Right External Iliac Vein with Drainage Device, Percutaneous Endoscopic Approach",Neonatal obstruction of right nasolacrimal duct
464,Divanoodle,43,"Dilation of Left Kidney Pelvis, Percutaneous Endoscopic Approach","Open bite of right great toe without damage to nail, initial encounter"
465,Edgepulse,6,"Excision of Right Upper Femur, Open Approach","Cervical disc disorder, unspecified, unspecified cervical region"
466,Meevee,39,"Dilation of Left Colic Artery, Bifurcation, Percutaneous Approach",Other complications of foreign body accidentally left in body following infusion or transfusion
467,Vimbo,7,"Bypass Right Ventricle to Left Pulmonary Artery, Open Approach","Puncture wound without foreign body, right ankle, sequela"
468,Quamba,22,"Removal of Radioactive Element from Abdominal Wall, Percutaneous Approach","Corrosion of first degree of unspecified forearm, subsequent encounter"
469,Tazz,81,"Introduction of Other Anti-infective into Lower GI, Via Natural or Artificial Opening",Disorders of optic chiasm in (due to) inflammatory disorders
470,Teklist,83,"Restriction of Accessory Pancreatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach","Unspecified injury of flexor muscle, fascia and tendon of right middle finger at forearm level, subsequent encounter"
471,Quinu,62,"Revision of Extraluminal Device in Trachea, Open Approach","Major laceration of head of pancreas, subsequent encounter"
472,Agivu,34,"Fusion of Left Metatarsal-Phalangeal Joint with Internal Fixation Device, Open Approach","Nondisplaced pilon fracture of left tibia, subsequent encounter for closed fracture with nonunion"
473,Quaxo,16,"Removal of External Fixation Device from Right Metacarpal, Percutaneous Approach","Contact with hot food, subsequent encounter"
474,Divavu,2,"Removal of Nonautologous Tissue Substitute from Prostate and Seminal Vesicles, Via Natural or Artificial Opening Endoscopic","Encounter for screening for nutritional, metabolic and other endocrine disorders"
475,JumpXS,70,"Revision of Nonautologous Tissue Substitute in Right Upper Extremity, Percutaneous Endoscopic Approach","Driver of pick-up truck or van injured in collision with car, pick-up truck or van in traffic accident"
476,Vipe,71,"Replacement of Left Eye with Synthetic Substitute, Percutaneous Approach","Poisoning by oral contraceptives, accidental (unintentional), initial encounter"
477,Twimm,88,"Extirpation of Matter from Right Hip Joint, Open Approach","Passenger of special industrial vehicle injured in nontraffic accident, initial encounter"
478,Npath,69,"Excision of Left Femoral Shaft, Percutaneous Approach, Diagnostic","Displaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
479,Rhyloo,26,"Dilation of Left Hand Artery with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach","Nondisplaced transverse fracture of unspecified patella, subsequent encounter for closed fracture with routine healing"
480,Twitterbridge,37,"Insertion of Internal Fixation Device into Right Maxilla, Percutaneous Approach","Other specified injury of unspecified blood vessel at forearm level, left arm, subsequent encounter"
481,Realbuzz,72,"Extirpation of Matter from Left Abdomen Muscle, Percutaneous Endoscopic Approach","Nondisplaced fracture of base of other metacarpal bone, initial encounter for closed fracture"
482,Flipopia,60,"Supplement Left Metacarpocarpal Joint with Autologous Tissue Substitute, Open Approach","Other superficial bite of lower back and pelvis, subsequent encounter"
483,Kwideo,40,"Excision of Left Humeral Head, Percutaneous Approach",Sprain of metacarpophalangeal joint of thumb
484,Omba,39,"Drainage of Right Femoral Region, Open Approach, Diagnostic","Laceration without foreign body, unspecified hip, initial encounter"
485,Browsebug,19,"Drainage of Right Femoral Region, Percutaneous Endoscopic Approach, Diagnostic",Puncture wound without foreign body of vagina and vulva
486,Chatterpoint,74,"Revision of Autologous Tissue Substitute in Right Rib, Percutaneous Endoscopic Approach","Personal history of (corrected) congenital malformations of integument, limbs and musculoskeletal system"
487,Tazz,47,Sensory Awareness/Processing/Integrity Assessment of Integumentary System - Whole Body using Other Equipment,"Burn due to localized fire on board unspecified watercraft, subsequent encounter"
488,Babbleset,66,"Removal of Drainage Device from Right Metatarsal-Phalangeal Joint, Percutaneous Approach",Other chronic pain
489,Kazio,57,"Repair Left Mastoid Sinus, Open Approach",Machupo hemorrhagic fever
490,Kwideo,50,"Extirpation of Matter from Left Eustachian Tube, Via Natural or Artificial Opening","Scarlet fever, uncomplicated"
491,Ainyx,73,Fluoroscopy of Spinal Cord,"Strain of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, subsequent encounter"
492,Jabbertype,33,"Drainage of Left Thorax Muscle, Percutaneous Endoscopic Approach, Diagnostic","Nondisplaced fracture of third metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
493,Reallinks,76,Planar Nuclear Medicine Imaging of Lungs and Bronchi using Other Radionuclide,"Nondisplaced fracture of right radial styloid process, subsequent encounter for open fracture type I or II with delayed healing"
494,Zoomcast,96,"Drainage of Left Upper Femur with Drainage Device, Open Approach","Displaced dome fracture of unspecified talus, subsequent encounter for fracture with routine healing"
495,Zoomdog,90,"Bypass Innominate Artery to Left Upper Leg Artery, Open Approach","Unspecified fracture of right lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
496,Feedbug,12,"Excision of Cecum, Via Natural or Artificial Opening Endoscopic, Diagnostic",Concussion
497,Photolist,28,"Insertion of Internal Fixation Device into Left Carpal Joint, Percutaneous Endoscopic Approach","Puncture wound with foreign body of right ear, sequela"
498,Kwilith,78,"Insertion of Internal Fixation Device into Thoracolumbar Vertebral Joint, Open Approach","Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], undetermined"
499,Edgeclub,48,"Insertion of Internal Fixation Device into Left Sternoclavicular Joint, Percutaneous Endoscopic Approach","Displaced other extraarticular fracture of right calcaneus, initial encounter for closed fracture"
500,Thoughtstorm,65,Tomographic (Tomo) Nuclear Medicine Imaging of Myocardium using Indium 111 (In-111),"Displaced fracture of coracoid process, right shoulder, initial encounter for closed fracture"
501,Yambee,55,"Supplement Right Brachial Artery with Synthetic Substitute, Open Approach","Salter-Harris Type IV physeal fracture of left calcaneus, initial encounter for open fracture"
502,Babblestorm,98,"Fragmentation in Bilateral Fallopian Tubes, Percutaneous Approach",Absent bowel sounds
503,Thoughtstorm,95,"Drainage of Pelvic Cavity with Drainage Device, Open Approach","Partial traumatic amputation at level between knee and ankle, unspecified lower leg, initial encounter"
504,Agivu,29,"Bursae and Ligaments, Reattachment","Toxic effect of phenol and phenol homologues, accidental (unintentional), subsequent encounter"
505,Podcat,98,"Alteration of Left Knee Region with Synthetic Substitute, Percutaneous Approach","Effect of air pressure and water pressure, unspecified"
506,Tagpad,70,"Excision of Hepatic Artery, Open Approach",Encounter for observation and evaluation of newborn for   suspected diseases and conditions ruled out
507,Izio,82,"Occlusion of Ileocecal Valve, Via Natural or Artificial Opening","Obstructed labor due to compound presentation, fetus 1"
508,Riffpedia,72,"Insertion of Monitoring Device into Thoracic Aorta, Descending, Percutaneous Approach",Nystagmus
509,Feedfire,75,"Reposition Right Metacarpal with External Fixation Device, Percutaneous Endoscopic Approach",Unspecified superficial injuries of left front wall of thorax
510,Topiclounge,52,"Insertion of Internal Fixation Device into Right Patella, Percutaneous Approach","Laceration of axillary artery, unspecified side, subsequent encounter"
511,Feedfish,98,"Restriction of Left Upper Lobe Bronchus, Open Approach","Unspecified superficial injury of unspecified elbow, sequela"
512,Meemm,84,"Excision of Cerebral Ventricle, Percutaneous Endoscopic Approach","Smith's fracture of unspecified radius, subsequent encounter for open fracture type I or II with nonunion"
513,Rooxo,93,"Excision of Pulmonary Trunk, Percutaneous Endoscopic Approach",Unspecified injury of unspecified blood vessel at ankle and foot level
514,Livepath,34,"Excision of Right Acetabulum, Open Approach",Frostbite with tissue necrosis of finger(s)
515,Buzzbean,33,"Insertion of Pacemaker, Single Chamber into Chest Subcutaneous Tissue and Fascia, Open Approach",Psychological abuse complicating the puerperium
516,Linkbridge,2,"Drainage of Left Maxillary Sinus with Drainage Device, Percutaneous Approach","Injury of median nerve at upper arm level, left arm"
517,Blogtag,31,"Supplement Right Palatine Bone with Synthetic Substitute, Percutaneous Endoscopic Approach","Unspecified injury of flexor muscle, fascia and tendon of left index finger at forearm level, sequela"
518,Skilith,17,"Excision of Brachial Plexus, Percutaneous Endoscopic Approach",Pain in lower leg
519,Rhyloo,71,"Removal of Synthetic Substitute from Right Hip Joint, Percutaneous Endoscopic Approach","Effects of abnormal gravitation [G] forces, initial encounter"
520,Kamba,65,"Excision of Sacrum, Percutaneous Approach, Diagnostic","Osteitis deformans in neoplastic diseases, multiple sites"
521,Wikivu,31,"Transfer Right Upper Leg Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Open Approach","Corrosion of second degree of right ear [any part, except ear drum]"
522,Jaxnation,86,"Release Cervicothoracic Vertebral Joint, Percutaneous Approach",Nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus
523,Eire,79,"Chiropractic Manipulation of Abdomen, Long and Short Lever Specific Contact","Underdosing of other antiprotozoal drugs, sequela"
524,Brainverse,14,"Inspection of Left Sternoclavicular Joint, Open Approach","Displaced fracture of medial malleolus of unspecified tibia, initial encounter for open fracture type I or II"
525,Feedbug,74,"Excision of Right Finger Phalanx, Open Approach","Puncture wound of abdominal wall without foreign body, right upper quadrant without penetration into peritoneal cavity, initial encounter"
526,Zoovu,48,"Dilation of Left Subclavian Artery with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach","Laceration with foreign body, unspecified foot, subsequent encounter"
527,Pixonyx,2,"Repair Left Hip Bursa and Ligament, Percutaneous Endoscopic Approach","Other polycystic kidney, infantile type"
528,Dynava,87,"Extirpation of Matter from Right Temporal Artery, Bifurcation, Percutaneous Approach","Medial subluxation of left ulnohumeral joint, initial encounter"
529,Jaxbean,6,"Drainage of Stomach, Pylorus, Percutaneous Approach, Diagnostic","Mature T/NK-cell lymphomas, unspecified, lymph nodes of head, face, and neck"
530,Quatz,51,"Extirpation of Matter from Penis, External Approach","Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, accidental (unintentional)"
531,Omba,61,"Repair Face, Percutaneous Endoscopic Approach","Open bite of unspecified thumb with damage to nail, subsequent encounter"
532,Skyba,41,"Replacement of Right Upper Arm Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach","Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture type I or II with delayed healing"
533,Yoveo,19,"Reposition Left Radius with Monoplanar External Fixation Device, Open Approach",Geniculate ganglionitis
534,Topicware,1,"Replacement of Right Cornea with Nonautologous Tissue Substitute, External Approach","Injury of muscle, fascia and tendon at neck level"
535,Zoomlounge,82,"Repair Left Hand Bursa and Ligament, Percutaneous Approach","Puncture wound with foreign body of unspecified great toe without damage to nail, initial encounter"
536,Riffpath,50,"Drainage of Pharynx with Drainage Device, Percutaneous Endoscopic Approach","Superficial frostbite of other part of head, subsequent encounter"
537,Oodoo,82,"Transfer Tongue, Palate, Pharynx Muscle, Open Approach","Other secondary chronic gout, right hip"
538,Trudeo,45,"Removal of Nonautologous Tissue Substitute from Lower Artery, Percutaneous Endoscopic Approach","Military operations involving flamethrower, civilian"
539,Ozu,65,"Extirpation of Matter from Right Sacroiliac Joint, Open Approach","Other foreign object in larynx causing other injury, subsequent encounter"
540,Babbleblab,7,"Supplement Left Wrist Joint with Synthetic Substitute, Percutaneous Endoscopic Approach",Cardiac tamponade
541,Realcube,48,"Extirpation of Matter from Left Lacrimal Bone, Percutaneous Endoscopic Approach","Other specified pregnancy related conditions, unspecified trimester"
542,Flashspan,71,"Drainage of Left Testis, Percutaneous Endoscopic Approach, Diagnostic",Pregnancy with inconclusive fetal viability
543,Mybuzz,22,"Occlusion of Right Axillary Artery with Intraluminal Device, Percutaneous Endoscopic Approach",Diseases of the skin and subcutaneous tissue complicating childbirth
544,Twiyo,2,"Drainage of Transverse Colon with Drainage Device, Via Natural or Artificial Opening","Puncture wound with foreign body of unspecified part of head, sequela"
545,Eazzy,55,"Bypass Left Anterior Chamber to Sclera with Nonautologous Tissue Substitute, Percutaneous Approach",Rheumatoid lung disease with rheumatoid arthritis of elbow
546,Voonix,44,"Supplement Upper Esophagus with Nonautologous Tissue Substitute, Open Approach","Other superficial bite, unspecified lower leg"
547,Quinu,21,"Removal of Infusion Device from Left Finger Phalangeal Joint, Open Approach","Gastric contents in bronchus causing asphyxiation, sequela"
548,Gevee,59,"Resection of Right Tibia, Open Approach",Other fracture of shaft of right tibia
549,Rhyloo,81,"Resection of Left Hand Tendon, Percutaneous Endoscopic Approach","Partial traumatic transphalangeal amputation of right thumb, initial encounter"
550,Oodoo,24,"Measurement of Cardiac Electrical Activity, External Approach",Acute pulmonary insufficiency following thoracic surgery
551,Zoomdog,66,"Extirpation of Matter from Left Parotid Gland, Open Approach","Leakage of coronary artery bypass graft, subsequent encounter"
552,Chatterpoint,46,"Insertion of Tissue Expander into Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach","Laceration with foreign body of unspecified lesser toe(s) with damage to nail, subsequent encounter"
553,Riffwire,38,"Supplement Right Thumb with Autologous Tissue Substitute, Percutaneous Endoscopic Approach","Accidental malfunction of machine gun, subsequent encounter"
554,Riffpedia,82,"Repair Left Vocal Cord, Percutaneous Endoscopic Approach","Toxic effect of ingested mushrooms, undetermined, initial encounter"
555,Photobug,76,"Bypass Coronary Artery, Three Arteries from Coronary Artery, Percutaneous Endoscopic Approach","Anesthesia and hypoesthesia of cornea, unspecified eye"
556,Yabox,44,"Removal of Drainage Device from Upper Intestinal Tract, Percutaneous Endoscopic Approach","Person boarding or alighting a pedal cycle injured in collision with other pedal cycle, sequela"
557,Oyonder,31,"Revision of Infusion Device in Left Temporomandibular Joint, Open Approach",Contusion of little finger with damage to nail
558,Linkbridge,81,"Dilation of Right Popliteal Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Open Approach","Infective myositis, left ankle"
559,Mydo,52,"Bypass Descending Colon to Descending Colon with Synthetic Substitute, Percutaneous Endoscopic Approach","Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for closed fracture with delayed healing"
560,Thoughtblab,66,Wound Management Treatment of Integumentary System - Upper Back / Upper Extremity using Electrotherapeutic Equipment,"Nondisplaced comminuted fracture of shaft of ulna, right arm"
561,Blogpad,57,"Release Left Foot Bursa and Ligament, Open Approach","Hemarthrosis, unspecified foot"
562,Ainyx,47,"Bypass Splenic Vein to Lower Vein, Percutaneous Endoscopic Approach",Other and unspecified disorders of circulatory system
563,Vinte,49,"Drainage of Upper Gingiva with Drainage Device, Percutaneous Approach","Other mechanical complication of aortic (bifurcation) graft (replacement), subsequent encounter"
564,Browsezoom,93,"Transfer Glossopharyngeal Nerve to Olfactory Nerve, Percutaneous Endoscopic Approach",Rheumatoid polyneuropathy with rheumatoid arthritis of shoulder
565,Rhyloo,39,"Removal of Spacer from Right Carpal Joint, Open Approach","Pathological fracture, unspecified foot, initial encounter for fracture"
566,Skinix,72,"Resection of Left Ovary, Via Natural or Artificial Opening Endoscopic",Other nondisplaced fracture of fourth cervical vertebra
567,Omba,58,"Extraction of Optic Nerve, Percutaneous Approach",Car driver injured in collision with pedestrian or animal in traffic accident
568,Jabberbean,42,"Excision of Bilateral Vas Deferens, Open Approach, Diagnostic","Injury of cutaneous sensory nerve at shoulder and upper arm level, unspecified arm, initial encounter"
569,Shuffledrive,35,"Release Pancreatic Duct, Via Natural or Artificial Opening Endoscopic","Burn of second degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand"
570,Realmix,55,"Reposition Right Ulna with Intramedullary Internal Fixation Device, Percutaneous Approach","Unspecified open wound, left lower leg"
571,Realpoint,5,"Extirpation of Matter from Right Innominate Vein, Percutaneous Approach","Displaced fracture of medial condyle of left humerus, subsequent encounter for fracture with routine healing"
572,Twimbo,6,"Resection of Hard Palate, External Approach","Pathological fracture in neoplastic disease, left foot, initial encounter for fracture"
573,Divavu,30,Therapeutic Exercise Treatment of Integumentary System - Upper Back / Upper Extremity using Aerobic Endurance and Conditioning Equipment,"Corneal deposits in metabolic disorders, left eye"
574,Tagopia,56,"Revision of Synthetic Substitute in Right Eye, External Approach",Unspecified occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle in nontraffic accident
575,Fatz,50,"Destruction of Nasal Turbinate, Percutaneous Approach",Hemorrhage of incontinent external stoma of urinary tract
576,Meetz,52,"Extirpation of Matter from Left Palatine Bone, Percutaneous Endoscopic Approach",Subluxation and dislocation of unspecified thoracic vertebra
577,Thoughtworks,21,"Fusion of Left Temporomandibular Joint with Internal Fixation Device, Open Approach","Unspecified open wound of right front wall of thorax without penetration into thoracic cavity, initial encounter"
578,Twimbo,16,"Excision of Right Innominate Vein, Open Approach, Diagnostic","Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes"
579,Thoughtmix,24,"Restriction of Pancreatic Duct, Via Natural or Artificial Opening Endoscopic",Burn of unspecified degree of unspecified toe(s) (nail)
580,Blogtag,1,"Fusion of Occipital-cervical Joint using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2","Partial traumatic transphalangeal amputation of unspecified finger, sequela"
581,Janyx,26,"Excision of Left Main Bronchus, Via Natural or Artificial Opening Endoscopic",Unspecified laceration of spleen
582,Abata,66,"Bypass Left Vertebral Vein to Upper Vein with Nonautologous Tissue Substitute, Open Approach",Abnormal innervation syndrome
583,Npath,67,"Dilation of Left Axillary Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach","Fall on board fishing boat, sequela"
584,Topdrive,95,"Transfer Left Upper Arm Muscle with Skin, Open Approach","Unspecified open wound of left little finger without damage to nail, subsequent encounter"
585,Shuffletag,45,"Supplement Left Middle Ear with Nonautologous Tissue Substitute, Open Approach","Corrosion of first degree of unspecified hand, unspecified site, subsequent encounter"
586,Yabox,20,"Dilation of Left Radial Artery with Four or More Intraluminal Devices, Open Approach","Other specified injury of brachial artery, unspecified side, initial encounter"
587,Myworks,40,"Insertion of External Fixation Device into Right Metatarsal-Phalangeal Joint, Percutaneous Endoscopic Approach","Pathological fracture, left tibia, initial encounter for fracture"
588,Zoozzy,27,"Monitoring of Peripheral Nervous Electrical Activity, Intraoperative, Percutaneous Approach",Hemophthalmos
589,Thoughtbridge,85,"Drainage of Left Hand Artery, Percutaneous Endoscopic Approach",Non-pressure chronic ulcer of other part of unspecified foot
590,Midel,90,"Extirpation of Matter from Left Large Intestine, Via Natural or Artificial Opening",Cyclophoria
591,Jayo,36,"Introduction of Monoclonal Antibody into Biliary and Pancreatic Tract, Percutaneous Approach","Unspecified open wound of right shoulder, initial encounter"
